ManagedAreaName|AreaID|ProgramID|ProgramName|ProgramLocationID|ParameterName|RelativeDepth|N_Data|N_Years|EarliestYear|LatestYear|EarliestSampleDate|LastSampleDate|Median|SufficientData|Independent|tau|p|SenSlope|SenIntercept|ChiSquared|pChiSquared|ub|lb|Trend|Website|TrendIcon|TrendText
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|15|Water Temperature|Surface|218855|19|2006|2024|2006-08-17T16:00:00Z|2024-01-31T14:00:00Z|27.038|TRUE|TRUE|0.22985|0.00002|0.06163|26.44685|2.5155|0.9957|0.09222|0.03495|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|18|Water Temperature|Surface|59983|9|2016|2024|2016-05-09T10:00:00Z|2024-03-07T12:00:00Z|27.18|TRUE|TRUE|0.20068|0.03095|0.08314|26.20675|5.0644|0.928|0.17363|0.00593|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|21|Water Temperature|Surface|69835|9|2016|2024|2016-07-16T11:00:00Z|2024-02-16T11:00:00Z|27.23|TRUE|TRUE|0.2029|0.02575|0.08032|26.46464|10.0384|0.5269|0.14362|0.0065|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|22|Water Temperature|Surface|185473|16|2009|2024|2009-07-15T14:00:00Z|2024-02-16T11:00:00Z|26.96|TRUE|TRUE|0.28197|0|0.07249|26.34825|2.9622|0.9912|0.09974|0.04341|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|23|Water Temperature|Surface|128184|13|2012|2024|2012-05-17T12:00:00Z|2024-01-30T14:00:00Z|27.431|TRUE|TRUE|0.27494|0.00004|0.08179|26.73442|5.9678|0.8755|0.11526|0.04645|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|24|Water Temperature|Surface|126389|13|2010|2024|2010-02-01T12:00:00Z|2024-01-31T13:00:00Z|27.08|TRUE|TRUE|0.40478|0|0.10143|26.15807|6.9117|0.8062|0.13352|0.06533|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|25|Water Temperature|Surface|132181|14|2010|2024|2010-06-22T14:00:00Z|2024-02-21T16:00:00Z|27.284|TRUE|TRUE|0.20961|0.00123|0.06727|26.73354|6.6456|0.827|0.10339|0.0269|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|26|Water Temperature|Surface|156891|16|2009|2024|2009-09-29T15:00:00Z|2024-02-23T09:00:00Z|27.08|TRUE|TRUE|0.30821|0|0.07847|26.74057|5.8759|0.8815|0.11318|0.04579|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|30|Water Temperature|Surface|131074|13|2012|2024|2012-11-02T12:00:00Z|2024-03-08T11:00:00Z|26.671|TRUE|TRUE|0.25893|0.00013|0.06496|26.2294|8.4877|0.6691|0.09465|0.03089|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|32|Water Temperature|Surface|237317|20|2003|2024|2003-01-09T14:00:00Z|2024-02-26T16:00:00Z|26.74|TRUE|TRUE|0.3586|0|0.06667|26.03596|2.5219|0.9957|0.0819|0.04855|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|33|Water Temperature|Surface|50595|8|2016|2024|2016-09-14T10:00:00Z|2024-02-16T15:00:00Z|27.06|TRUE|TRUE|0.17353|0.1793|0.08679|26.03667|12.8308|0.3045|0.19102|-0.02799|0|1|0|No detectable trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|34|Water Temperature|Surface|289051|23|2002|2024|2002-12-06T12:00:00Z|2024-01-31T09:00:00Z|26.84|TRUE|TRUE|0.36468|0|0.07039|25.94034|5.8983|0.8801|0.0875|0.05395|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|35|Water Temperature|Surface|232782|19|2006|2024|2006-08-17T16:00:00Z|2024-01-31T11:00:00Z|26.98|TRUE|TRUE|0.27591|0|0.05766|26.19364|9.0285|0.6193|0.08628|0.03553|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|36|Water Temperature|Surface|207795|18|2007|2024|2007-08-06T17:00:00Z|2024-02-23T10:00:00Z|27.01|TRUE|TRUE|0.32366|0|0.07361|26.4266|4.8924|0.9363|0.09911|0.04518|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|37|Water Temperature|Surface|67333|9|2016|2024|2016-09-17T11:00:00Z|2024-02-22T17:00:00Z|27.03|TRUE|TRUE|0.29735|0.00121|0.12307|26.26978|6.7728|0.8172|0.17641|0.05573|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|38|Water Temperature|Surface|271179|23|2002|2024|2002-12-17T13:00:00Z|2024-02-22T15:00:00Z|26.59|TRUE|TRUE|0.35113|0|0.07201|25.95719|9.8975|0.5396|0.08601|0.05396|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|39|Water Temperature|Surface|48939|7|2018|2024|2018-08-07T09:00:00Z|2024-03-07T11:00:00Z|27.06|TRUE|TRUE|0.09412|0.44783|0.08156|27.06152|12.2224|0.3472|0.19513|-0.09661|0|1|0|No detectable trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|40|Water Temperature|Surface|259048|23|2002|2024|2002-12-17T12:00:00Z|2024-02-21T17:00:00Z|26.89|TRUE|TRUE|0.3301|0|0.07187|26.2756|6.7952|0.8154|0.09081|0.05108|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|50|Water Temperature|Surface|118231|12|2013|2024|2013-08-13T17:00:00Z|2024-02-26T13:00:00Z|27.11|TRUE|TRUE|0.32983|0|0.06566|26.81521|6.9336|0.8044|0.09057|0.04097|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|51|Water Temperature|Surface|237296|20|2003|2024|2003-01-09T13:00:00Z|2024-03-08T12:00:00Z|26.74|TRUE|TRUE|0.37024|0|0.06455|26.10774|4.7443|0.9429|0.07695|0.04873|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|52|Water Temperature|Surface|202154|17|2008|2024|2008-06-20T16:00:00Z|2024-02-16T12:00:00Z|27.01|TRUE|TRUE|0.39672|0|0.07556|26.61248|2.6029|0.995|0.09237|0.05569|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|53|Water Temperature|Surface|193391|17|2008|2024|2008-06-17T16:00:00Z|2024-02-16T10:00:00Z|27.06|TRUE|TRUE|0.42492|0|0.07514|26.53273|2.7211|0.9939|0.09252|0.05944|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|54|Water Temperature|Surface|142926|13|2012|2024|2012-02-02T14:00:00Z|2024-02-17T15:00:00Z|27.087|TRUE|TRUE|0.30784|0|0.06454|26.64048|12.3602|0.3372|0.09211|0.04332|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|55|Water Temperature|Surface|231874|23|2002|2024|2002-12-03T14:00:00Z|2024-01-30T12:00:00Z|26.94|TRUE|TRUE|0.33356|0|0.05746|26.69112|7.2626|0.7774|0.07025|0.04178|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|56|Water Temperature|Surface|190431|19|2006|2024|2006-08-17T16:00:00Z|2024-01-19T15:00:00Z|26.81|TRUE|TRUE|0.28023|0|0.05035|26.6876|8.5445|0.6639|0.07086|0.03311|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|57|Water Temperature|Surface|202888|17|2008|2024|2008-05-22T17:00:00Z|2024-02-01T12:00:00Z|27.08|TRUE|TRUE|0.38055|0|0.07678|26.60589|4.7942|0.9407|0.09869|0.0557|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|58|Water Temperature|Surface|87137|11|2014|2024|2014-08-12T12:00:00Z|2024-02-21T15:00:00Z|27.35|TRUE|TRUE|0.24714|0.00286|0.06804|26.93957|2.4925|0.9959|0.10901|0.02967|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|59|Water Temperature|Surface|206603|20|2002|2024|2002-12-17T12:00:00Z|2024-02-21T14:00:00Z|26.96|TRUE|TRUE|0.37328|0|0.06787|26.62722|7.2745|0.7764|0.0862|0.0502|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|60|Water Temperature|Surface|156278|16|2009|2024|2009-09-11T16:00:00Z|2024-02-22T15:00:00Z|27.014|TRUE|TRUE|0.22787|0.00028|0.04618|26.99155|6.0058|0.873|0.07482|0.02258|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|61|Water Temperature|Surface|68996|9|2016|2024|2016-08-09T14:00:00Z|2024-02-22T13:00:00Z|27.35|TRUE|TRUE|0.39194|0.00001|0.10932|26.46395|6.2191|0.8584|0.15303|0.0672|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|70|Water Temperature|Surface|119048|12|2013|2024|2013-07-19T14:00:00Z|2024-02-26T11:00:00Z|27.01|TRUE|TRUE|0.32708|0|0.06338|26.72718|6.4623|0.8408|0.0869|0.04124|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|72|Water Temperature|Surface|198393|16|2008|2023|2008-06-18T16:00:00Z|2023-09-13T13:00:00Z|26.86|TRUE|TRUE|0.47453|0|0.08494|26.39042|2.3691|0.9967|0.1011|0.07229|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|73|Water Temperature|Surface|193376|17|2008|2024|2008-06-17T16:00:00Z|2024-02-16T10:00:00Z|26.81|TRUE|TRUE|0.40044|0|0.07626|26.46903|3.8279|0.9747|0.09236|0.05616|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|74|Water Temperature|Surface|142860|13|2012|2024|2012-02-02T14:00:00Z|2024-02-17T11:00:00Z|26.94|TRUE|TRUE|0.30805|0|0.06369|26.52385|10.1931|0.5131|0.08883|0.04272|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|75|Water Temperature|Surface|159540|15|2010|2024|2010-05-27T14:00:00Z|2024-01-30T10:00:00Z|27.23|TRUE|TRUE|0.38563|0|0.08145|26.49369|3.3967|0.9844|0.1077|0.0621|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|76|Water Temperature|Surface|183695|16|2009|2024|2009-07-27T14:00:00Z|2024-01-19T13:00:00Z|26.98|TRUE|TRUE|0.35359|0|0.06755|26.63461|4.66|0.9465|0.08779|0.04401|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|77|Water Temperature|Surface|203309|17|2008|2024|2008-05-22T17:00:00Z|2024-02-01T10:00:00Z|27.014|TRUE|TRUE|0.36221|0|0.07435|26.5118|5.7328|0.8906|0.09307|0.05609|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|78|Water Temperature|Surface|102736|11|2014|2024|2014-08-12T15:00:00Z|2024-02-21T15:00:00Z|27.161|TRUE|TRUE|0.27488|0.00024|0.07848|26.65778|4.5233|0.952|0.10006|0.03471|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|79|Water Temperature|Surface|190275|18|2007|2024|2007-08-03T17:00:00Z|2024-02-21T12:00:00Z|26.94|TRUE|TRUE|0.3254|0|0.06552|26.51335|6.7054|0.8224|0.08837|0.04253|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|80|Water Temperature|Surface|182341|16|2009|2024|2009-09-11T16:00:00Z|2024-02-22T14:00:00Z|27.03|TRUE|TRUE|0.33106|0|0.0698|26.76733|5.8506|0.8831|0.0945|0.04839|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|81|Water Temperature|Surface|68931|9|2016|2024|2016-08-09T12:00:00Z|2024-02-22T11:00:00Z|27.35|TRUE|TRUE|0.39299|0.00001|0.11132|26.47689|5.3874|0.911|0.15855|0.0775|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|986|Water Temperature on Coral Reefs in the Florida Keys|83|Water Temperature|Surface|139311|17|2006|2023|2006-09-15T16:00:00Z|2023-08-11T09:00:00Z|25.86|TRUE|TRUE|0.18889|0.00043|0.04684|25.7905|6.8811|0.8086|0.06932|0.02573|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|989|Continuous Bottom Temperature Measurements along the Florida Reef Tract|FKNMS_200YR_HD|Water Temperature|Bottom|44601|12|1998|2009|1998-08-06T16:52:00Z|2009-04-16T03:54:23Z|26.1024|TRUE|TRUE|-0.09615|0.17198|-0.03504|26.44961|5.3004|0.9158|0.01215|-0.09112|0|1|0|No detectable trend
Florida Keys National Marine Sanctuary|15|989|Continuous Bottom Temperature Measurements along the Florida Reef Tract|FKNMS_7MILE_BR|Water Temperature|Bottom|73055|19|1991|2010|1991-08-02T13:09:00Z|2010-07-30T20:30:05Z|26.6562|TRUE|TRUE|0.04649|0.35487|0.00858|26.2211|10.1261|0.5191|0.03152|-0.01194|0|1|0|No detectable trend
Florida Keys National Marine Sanctuary|15|989|Continuous Bottom Temperature Measurements along the Florida Reef Tract|FKNMS_9FT_SHOAL|Water Temperature|Bottom|80299|21|1990|2010|1990-07-11T19:24:00Z|2010-06-27T00:31:04Z|26.5|TRUE|TRUE|0.00161|0.99168|0.00082|26.76346|7.908|0.7215|0.01856|-0.01882|0|1|0|No detectable trend
Florida Keys National Marine Sanctuary|15|989|Continuous Bottom Temperature Measurements along the Florida Reef Tract|FKNMS_ALLIGATOR|Water Temperature|Bottom|65144|19|1990|2010|1990-07-12T15:18:00Z|2010-09-05T09:04:32Z|26.54545|TRUE|TRUE|-0.059|0.23388|-0.00857|26.71909|13.8065|0.2439|0.00734|-0.02322|0|1|0|No detectable trend
Florida Keys National Marine Sanctuary|15|989|Continuous Bottom Temperature Measurements along the Florida Reef Tract|FKNMS_BHONDA_BR|Water Temperature|Bottom|77111|22|1990|2011|1990-06-22T15:08:00Z|2011-05-22T06:25:55Z|26.6|TRUE|TRUE|-0.02173|0.65715|-0.00405|26.67081|7.3456|0.7704|0.01617|-0.02229|0|1|0|No detectable trend
Florida Keys National Marine Sanctuary|15|989|Continuous Bottom Temperature Measurements along the Florida Reef Tract|FKNMS_BOCA_GRND|Water Temperature|Bottom|73434|17|1990|2012|1990-07-07T16:52:00Z|2012-06-14T15:23:28Z|26.14295|TRUE|TRUE|0.08138|0.1662|0.01333|26.04008|6.7244|0.8209|0.03481|-0.00681|0|1|0|No detectable trend
Florida Keys National Marine Sanctuary|15|989|Continuous Bottom Temperature Measurements along the Florida Reef Tract|FKNMS_BULLARD|Water Temperature|Bottom|66230|18|1992|2009|1992-03-17T14:00:00Z|2009-12-29T09:50:38Z|26.30925|TRUE|TRUE|0.11787|0.03132|0.02315|26.10559|11.2537|0.4223|0.047|0.00285|1|1|1|Increasing trend
Florida Keys National Marine Sanctuary|15|989|Continuous Bottom Temperature Measurements along the Florida Reef Tract|FKNMS_CARD_SND|Water Temperature|Bottom|18249|6|2001|2006|2001-11-15T12:00:00Z|2006-01-14T05:13:30Z|26.5198|TRUE|TRUE|-0.05229|0.79088|-0.05243|27.32067|12.3631|0.337|0.19975|-0.38702|0|1|0|No detectable trend
Florida Keys National Marine Sanctuary|15|989|Continuous Bottom Temperature Measurements along the Florida Reef Tract|FKNMS_CARYSFORT|Water Temperature|Bottom|55001|16|1990|2006|1990-07-16T16:49:00Z|2006-07-07T07:39:59Z|26.4|TRUE|TRUE|-0.02902|0.63536|-0.00469|26.37757|8.3572|0.681|0.01718|-0.02392|0|1|0|No detectable trend
Florida Keys National Marine Sanctuary|15|989|Continuous Bottom Temperature Measurements along the Florida Reef Tract|FKNMS_DIEGO_TER|Water Temperature|Bottom|16693|5|2002|2006|2002-10-21T16:00:00Z|2006-08-12T15:30:17Z|25.5793|TRUE|TRUE|-0.04965|0.84069|-0.02522|25.91058|4.3063|0.9601|0.17088|-0.35549|0|1|0|No detectable trend
Florida Keys National Marine Sanctuary|15|989|Continuous Bottom Temperature Measurements along the Florida Reef Tract|FKNMS_ELPIS|Water Temperature|Bottom|31035|8|2004|2011|2004-08-19T10:40:01Z|2011-09-18T17:03:22Z|26.3487|TRUE|TRUE|0.05537|0.53126|0.04029|25.89604|13.9061|0.2382|0.10738|-0.04223|0|1|0|No detectable trend
Florida Keys National Marine Sanctuary|15|989|Continuous Bottom Temperature Measurements along the Florida Reef Tract|FKNMS_GRECIAN|Water Temperature|Bottom|51723|18|1990|2010|1990-07-16T18:44:00Z|2010-02-21T00:12:23Z|26.6537|TRUE|TRUE|-0.03165|0.6634|-0.00349|26.47889|10.1713|0.515|0.01889|-0.02161|0|1|0|No detectable trend
Florida Keys National Marine Sanctuary|15|989|Continuous Bottom Temperature Measurements along the Florida Reef Tract|FKNMS_HARBORKEY|Water Temperature|Bottom|15407|5|1992|1997|1992-03-17T14:15:00Z|1997-05-14T14:38:00Z|26.5|TRUE|TRUE|0.13636|0.32611|0.13741|25.74371|10.2271|0.5101|0.33428|-0.10573|0|1|0|No detectable trend
Florida Keys National Marine Sanctuary|15|989|Continuous Bottom Temperature Measurements along the Florida Reef Tract|FKNMS_HEN&CHIX|Water Temperature|Bottom|72285|21|1989|2011|1989-04-19T14:20:00Z|2011-09-01T15:09:16Z|26.5|TRUE|TRUE|-0.00854|0.87631|-0.00123|26.34774|14.6961|0.1968|0.01753|-0.01679|0|1|0|No detectable trend
Florida Keys National Marine Sanctuary|15|989|Continuous Bottom Temperature Measurements along the Florida Reef Tract|FKNMS_KW_CHANL|Water Temperature|Bottom|123578|18|1991|2012|1991-08-29T17:56:00Z|2012-06-08T14:50:00Z|26.2719|TRUE|TRUE|0.10341|0.08055|0.0187|26.10889|10.0738|0.5238|0.03739|-0.00325|0|1|0|No detectable trend
Florida Keys National Marine Sanctuary|15|989|Continuous Bottom Temperature Measurements along the Florida Reef Tract|FKNMS_LONG_KEY|Water Temperature|Bottom|69656|19|1990|2010|1990-06-08T14:19:00Z|2010-05-03T09:02:52Z|26.63535|TRUE|TRUE|-0.03128|0.57688|-0.00671|26.35111|9.5462|0.5716|0.01221|-0.02858|0|1|0|No detectable trend
Florida Keys National Marine Sanctuary|15|989|Continuous Bottom Temperature Measurements along the Florida Reef Tract|FKNMS_LOOE_BACK|Water Temperature|Bottom|84984|18|1990|2012|1990-07-06T15:25:00Z|2012-02-23T17:20:01Z|26.8|TRUE|TRUE|-0.05879|0.42158|-0.00905|26.5961|2.7471|0.9937|0.01124|-0.03162|0|1|0|No detectable trend
Florida Keys National Marine Sanctuary|15|989|Continuous Bottom Temperature Measurements along the Florida Reef Tract|FKNMS_LOOE_BUOY5|Water Temperature|Bottom|35252|10|1988|1998|1988-06-17T17:28:00Z|1998-07-01T14:13:00Z|26.9|TRUE|TRUE|0.04928|0.36272|0.0193|26.85949|13.6928|0.2505|0.0668|-0.03431|0|1|0|No detectable trend
Florida Keys National Marine Sanctuary|15|989|Continuous Bottom Temperature Measurements along the Florida Reef Tract|FKNMS_LOOE_ISELIN|Water Temperature|Bottom|194367|13|1999|2014|1999-07-16T16:42:00Z|2014-08-31T10:10:02Z|26.8781|TRUE|TRUE|0.12943|0.08012|0.02613|26.54692|8.8436|0.6363|0.05453|-0.0048|0|1|0|No detectable trend
Florida Keys National Marine Sanctuary|15|989|Continuous Bottom Temperature Measurements along the Florida Reef Tract|FKNMS_MAITLAND|Water Temperature|Bottom|12421|4|2004|2007|2004-08-10T10:34:42Z|2007-06-11T12:11:15Z|26.0688|FALSE|||||||||||1|2|Insufficient data
Florida Keys National Marine Sanctuary|15|989|Continuous Bottom Temperature Measurements along the Florida Reef Tract|FKNMS_MOLASSES|Water Temperature|Bottom|36146|13|1990|2002|1990-07-18T14:40:00Z|2002-10-10T14:00:01Z|26.7|TRUE|TRUE|-0.05391|0.4806|-0.00954|26.74323|10.5494|0.4817|0.01755|-0.04095|0|1|0|No detectable trend
Florida Keys National Marine Sanctuary|15|989|Continuous Bottom Temperature Measurements along the Florida Reef Tract|FKNMS_NEWGROUND|Water Temperature|Bottom|35329|12|1992|2006|1992-10-07T16:00:00Z|2006-02-23T10:12:40Z|25.4929|TRUE|TRUE|-0.05339|0.52075|-0.01391|25.72914|10.2425|0.5087|0.05027|-0.06374|0|1|0|No detectable trend
Florida Keys National Marine Sanctuary|15|989|Continuous Bottom Temperature Measurements along the Florida Reef Tract|FKNMS_PILLAR|Water Temperature|Bottom|40805|11|1996|2006|1996-03-29T16:05:00Z|2006-05-25T16:59:27Z|26.243|TRUE|TRUE|0.01634|0.93628|0.00651|26.03793|7.3311|0.7717|0.05579|-0.03835|0|1|0|No detectable trend
Florida Keys National Marine Sanctuary|15|989|Continuous Bottom Temperature Measurements along the Florida Reef Tract|FKNMS_SAND_KEY|Water Temperature|Bottom|59287|18|1990|2010|1990-07-07T18:32:00Z|2010-09-07T14:20:38Z|26.7|TRUE|TRUE|0.05317|0.32295|0.00791|26.46411|12.8275|0.3047|0.02268|-0.00901|0|1|0|No detectable trend
Florida Keys National Marine Sanctuary|15|989|Continuous Bottom Temperature Measurements along the Florida Reef Tract|FKNMS_SMITH_SHL|Water Temperature|Bottom|94527|10|1998|2012|1998-09-10T11:24:00Z|2012-06-08T13:50:00Z|25.4464|TRUE|TRUE|0.12709|0.19326|0.02024|25.98996|6.1795|0.8611|0.08278|-0.0149|0|1|0|No detectable trend
Florida Keys National Marine Sanctuary|15|989|Continuous Bottom Temperature Measurements along the Florida Reef Tract|FKNMS_SNAKE_CRK|Water Temperature|Bottom|56777|19|1989|2007|1989-04-19T15:37:00Z|2007-06-04T08:17:57Z|26.1553|TRUE|TRUE|-0.05845|0.27713|-0.01634|26.32951|8.7565|0.6444|0.0142|-0.04622|0|1|0|No detectable trend
Florida Keys National Marine Sanctuary|15|989|Continuous Bottom Temperature Measurements along the Florida Reef Tract|FKNMS_SOMBRERO|Water Temperature|Bottom|48974|13|1991|2005|1991-08-28T12:55:00Z|2005-04-28T10:29:57Z|26.5|TRUE|TRUE|0.12968|0.0508|0.02626|26.13611|8.8227|0.6383|0.04278|0.00005|0|1|0|No detectable trend
Florida Keys National Marine Sanctuary|15|989|Continuous Bottom Temperature Measurements along the Florida Reef Tract|FKNMS_SPRIGGER|Water Temperature|Bottom|41834|13|1992|2006|1992-03-17T09:45:00Z|2006-08-03T10:23:29Z|26.1|TRUE|TRUE|0.01755|0.85533|0.00298|25.78396|6.9677|0.8017|0.03999|-0.03682|0|1|0|No detectable trend
Florida Keys National Marine Sanctuary|15|989|Continuous Bottom Temperature Measurements along the Florida Reef Tract|FKNMS_TENN_REEF|Water Temperature|Bottom|63260|16|1990|2006|1990-07-12T14:00:00Z|2006-07-17T09:47:27Z|26.7|TRUE|TRUE|-0.06074|0.27376|-0.00793|26.21651|8.028|0.7108|0.00894|-0.03409|0|1|0|No detectable trend
Florida Keys National Marine Sanctuary|15|989|Continuous Bottom Temperature Measurements along the Florida Reef Tract|FKNMS_WELLWOOD|Water Temperature|Bottom|30427|8|2002|2009|2002-10-10T15:59:59Z|2009-11-29T11:27:52Z|26.43|TRUE|TRUE|0.00181|1|-0.00021|26.8169|4.1607|0.965|0.08555|-0.05867|0|1|0|No detectable trend
Florida Keys National Marine Sanctuary|15|989|Continuous Bottom Temperature Measurements along the Florida Reef Tract|FKNMS_WS_BUOY16|Water Temperature|Bottom|8123|3|2003|2005|2003-11-06T11:29:33Z|2005-09-13T07:29:33Z|25.9918|FALSE|||||||||||1|2|Insufficient data
Florida Keys National Marine Sanctuary|15|989|Continuous Bottom Temperature Measurements along the Florida Reef Tract|FKNMS_WS_JACKYL|Water Temperature|Bottom|29557|9|1991|1999|1991-07-18T16:20:00Z|1999-06-11T09:41:00Z|26.4|TRUE|TRUE|0.16627|0.086|0.05626|26.96473|3.5723|0.9808|0.12678|-0.01155|0|1|0|No detectable trend
Florida Keys National Marine Sanctuary|15|989|Continuous Bottom Temperature Measurements along the Florida Reef Tract|FKNMS_W_SAMBO|Water Temperature|Bottom|18786|6|1990|1995|1990-07-08T14:46:00Z|1995-12-16T18:08:00Z|26.9|TRUE|TRUE|0.08805|0.55967|0.03039|26.16243|9.8827|0.541|0.11275|-0.07145|0|1|0|No detectable trend
Florida Keys National Marine Sanctuary|15|10004|Florida Keys Aquatic Preserves Continuous Water Quality Monitoring|FKCB|Dissolved Oxygen|Surface|46023|2|2024|2025|2024-01-01T00:00:00Z|2025-12-31T23:45:00Z|6.5|FALSE|||||||||||1|2|Insufficient data
Florida Keys National Marine Sanctuary|15|10004|Florida Keys Aquatic Preserves Continuous Water Quality Monitoring|FKCB|Dissolved Oxygen Saturation|Surface|46055|2|2024|2025|2024-01-01T00:00:00Z|2025-12-31T23:45:00Z|100.5|FALSE|||||||||||1|2|Insufficient data
Florida Keys National Marine Sanctuary|15|10004|Florida Keys Aquatic Preserves Continuous Water Quality Monitoring|FKCB|Salinity|Surface|48788|2|2024|2025|2024-01-01T00:00:00Z|2025-12-31T23:45:00Z|36.5|FALSE|||||||||||1|2|Insufficient data
Florida Keys National Marine Sanctuary|15|10004|Florida Keys Aquatic Preserves Continuous Water Quality Monitoring|FKCB|Specific Conductivity|Surface|48788|2|2024|2025|2024-01-01T00:00:00Z|2025-12-31T23:45:00Z|55.09|FALSE|||||||||||1|2|Insufficient data
Florida Keys National Marine Sanctuary|15|10004|Florida Keys Aquatic Preserves Continuous Water Quality Monitoring|FKCB|Turbidity|Surface|37724|2|2024|2025|2024-01-01T00:00:00Z|2025-12-31T23:45:00Z|4|FALSE|||||||||||1|2|Insufficient data
Florida Keys National Marine Sanctuary|15|10004|Florida Keys Aquatic Preserves Continuous Water Quality Monitoring|FKCB|Water Temperature|Surface|48829|2|2024|2025|2024-01-01T00:00:00Z|2025-12-31T23:45:00Z|27.4|FALSE|||||||||||1|2|Insufficient data
Florida Keys National Marine Sanctuary|15|10004|Florida Keys Aquatic Preserves Continuous Water Quality Monitoring|FKCB|pH|Surface|48063|2|2024|2025|2024-01-01T00:00:00Z|2025-12-31T23:45:00Z|8.1|FALSE|||||||||||1|2|Insufficient data
